"report_date","movie_title","show_time","general_qty","discount_qty","group_qty","live_qty","total_tickets","gross_total","source_type","source_ref","source_file","price_general","price_discount","price_group","notes"
"2019-04-08","Shazam!","7:30 PM","7","6","10","0","23","138.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-5 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-09","Shazam!","7:30 PM","13","6","3","0","22","161.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-5 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-10","Shazam!","7:30 PM","15","2","1","0","18","144.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-5 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-12","Shazam","7:30 PM","10","3","1","0","14","108.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-12 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-13","Shazam","7:30 PM","36","17","4","0","57","432.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-12 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-14","Shazam","2:30 PM","0","17","3","0","20","122.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-12 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-15","Shazam","7:30 PM","9","0","0","0","9","76.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-12 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-16","Shazam","7:30 PM","9","2","7","0","18","117.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-12 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-17","Shazam","7:30 PM","2","2","2","0","6","38.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-12 Shazam.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-19","Dumbo","7:30 PM","9","3","5","0","17","116.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-19 Dumbo.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-20","Dumbo","7:30 PM","14","13","5","0","32","223.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-19 Dumbo.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-21","Dumbo","2:30 PM","0","4","1","0","5","30.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-19 Dumbo.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-22","Dumbo","7:30 PM","2","7","2","0","11","70.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-19 Dumbo.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-23","Dumbo","7:30 PM","3","4","3","0","10","63.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-19 Dumbo.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-24","Dumbo","7:30 PM","4","4","3","0","11","72.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-19 Dumbo.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-25","Avengers: Endgame","7:30 PM","104","14","5","0","123","995.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-25 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-26","Avengers: Endgame","7:30 PM","111","27","7","0","145","1147.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-25 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-27","Avengers: Endgame","2:30 PM","2","103","8","0","113","718.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-25 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-28","Avengers: Endgame","7:30 PM","54","17","9","0","80","605.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-25 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-29","Avengers: Endgame","7:30 PM","36","12","4","0","52","400.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-25 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-04-30","Avengers: Endgame","7:30 PM","54","9","2","0","65","525.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-25 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-01","Avengers: Endgame","7:30 PM","32","62","5","0","99","695.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\4-25 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-03","Avengers: Endgame","7:30 PM","56","18","15","0","89","653.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-3 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-04","Avengers: Endgame","7:30 PM","49","20","8","0","77","578.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-3 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-05","Avengers: Endgame","2:30 PM","0","81","3","0","84","538.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-3 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-06","Avengers: Endgame","7:30 PM","18","1","2","0","21","167.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-3 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-07","Avengers: Endgame","7:30 PM","16","0","1","0","17","140.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-3 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-08","Avengers: Endgame","7:30 PM","10","5","8","0","23","149.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-3 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-10","Avengers: Endgame","7:30 PM","30","7","5","0","42","320.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-10 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-11","Avengers: Endgame","7:30 PM","44","16","3","0","63","490.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-10 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-12","Avengers: Endgame","2:30 PM","0","16","3","0","19","116.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-10 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-13","Avengers: Endgame","7:30 PM","17","2","2","0","21","165.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-10 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-14","Avengers: Endgame","7:30 PM","3","0","0","0","3","25.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-10 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-15","Avengers: Endgame","7:30 PM","19","1","1","0","21","172.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-10 Endgame.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-17","Breakthrough","7:30 PM","18","6","5","0","29","212.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-17 Breakthrough.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-18","Breakthrough","7:30 PM","8","4","2","0","14","102.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-17 Breakthrough.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-19","Breakthrough","2:30 PM","10","15","2","0","27","190.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-17 Breakthrough.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-20","Breakthrough","7:30 PM","9","7","9","0","25","158.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-17 Breakthrough.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-21","Breakthrough","7:30 PM","8","1","2","0","11","82.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-17 Breakthrough.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-22","Breakthrough","7:30 PM","0","2","4","0","6","29.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-17 Breakthrough.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-24","Aladdin","7:30 PM","50","19","3","0","72","560.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-24 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-25","Aladdin","7:30 PM","44","17","9","0","70","520.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-24 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-26","Aladdin","2:30 PM","0","87","3","0","90","577.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-24 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-27","Aladdin","7:30 PM","27","9","1","0","37","292.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-24 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-28","Aladdin","7:30 PM","4","2","6","0","12","71.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-24 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-29","Aladdin","7:30 PM","17","27","4","0","48","336.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-24 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-05-31","Aladdin","7:30 PM","36","23","3","0","62","467.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-31 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-01","Aladdin","7:30 PM","17","4","1","0","22","174.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-31 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-02","Aladdin","2:30 PM","0","42","3","0","45","285.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-31 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-03","Aladdin","7:30 PM","13","10","5","0","28","195.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-31 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-04","Aladdin","7:30 PM","11","7","3","0","21","151.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-31 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-05","Aladdin","7:30 PM","7","7","1","0","15","109.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\5-31 Aladdin.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-07","Pets 2","7:30 PM","32","25","4","0","61","450.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-7 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-08","Pets 2","7:30 PM","23","19","3","0","45","331.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-7 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-09","Pets 2","2:30 PM","3","44","0","0","47","311.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-7 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-10","Pets 2","7:30 PM","10","8","1","0","19","141.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-7 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-11","Pets 2","7:30 PM","8","2","2","0","12","89.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-7 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-12","Pets 2","7:30 PM","8","21","7","0","36","232.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-7 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-14","Secret Life of Pets 2","7:30 PM","3","7","0","0","10","71.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-14 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-15","Secret Life of Pets 2","7:30 PM","17","15","3","0","35","254.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-14 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-16","Secret Life of Pets 2","2:30 PM","0","13","2","0","15","92.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-14 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-17","Secret Life of Pets 2","7:30 PM","9","7","4","0","20","138.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-14 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-18","Secret Life of Pets 2","7:30 PM","19","12","0","0","31","239.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-14 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-19","Secret Life of Pets 2","7:30 PM","11","5","1","0","17","130.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-14 Pets 2.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-21","Pokemon Det. Pikachu","7:30 PM","12","12","1","0","25","184.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-21 Pikachu.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-22","Pokemon Det. Pikachu","7:30 PM","13","6","1","0","20","153.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-21 Pikachu.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-23","Pokemon Det. Pikachu","2:30 PM","0","17","6","0","23","134.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-21 Pikachu.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-24","Pokemon Det. Pikachu","7:30 PM","13","8","2","0","23","170.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-21 Pikachu.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-25","Pokemon Det. Pikachu","7:30 PM","4","3","1","0","8","57.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-21 Pikachu.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-26","Pokemon Det. Pikachu","7:30 PM","24","5","5","0","34","256.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-21 Pikachu.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-28","John Wick 3","7:30 PM","22","7","0","0","29","232.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-28 John Wick3.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-29","John Wick 3","7:30 PM","28","6","1","0","35","281.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-28 John Wick3.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-06-30","John Wick 3","2:30 PM","0","17","0","0","17","110.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-28 John Wick3.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-01","John Wick 3","7:30 PM","15","3","2","0","20","155.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-28 John Wick3.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-02","John Wick 3","7:30 PM","6","5","5","0","16","103.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-28 John Wick3.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-03","John Wick 3","7:30 PM","16","1","3","0","20","154.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\6-28 John Wick3.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-05","Spider-Man: Far From Home","7:30 PM","46","20","4","0","70","537.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-5 Spider-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-06","Spider-Man: Far From Home","7:30 PM","55","20","3","0","78","609.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-5 Spider-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-07","Spider-Man: Far From Home","2:30 PM","17","26","7","0","50","341.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-5 Spider-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-08","Spider-Man: Far From Home","7:30 PM","38","16","5","0","59","447.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-5 Spider-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-09","Spider-Man: Far From Home","7:30 PM","31","20","10","0","61","433.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-5 Spider-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-10","Spider-Man: Far From Home","7:30 PM","24","12","9","0","45","318.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-5 Spider-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-12","7-12 SpIder-Man FFH","7:30 PM","45","16","1","0","62","490.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-12 SpIder-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-13","7-12 SpIder-Man FFH","7:30 PM","27","9","4","0","40","304.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-12 SpIder-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-14","7-12 SpIder-Man FFH","2:30 PM","0","45","2","0","47","300.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-12 SpIder-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-15","7-12 SpIder-Man FFH","7:30 PM","8","6","2","0","16","115.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-12 SpIder-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-16","7-12 SpIder-Man FFH","7:30 PM","24","2","0","0","26","217.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-12 SpIder-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-17","7-12 SpIder-Man FFH","7:30 PM","28","20","5","0","53","388.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-12 SpIder-Man FFH.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-19","The Lion King 2019","7:30 PM","59","33","15","0","107","776.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-19 The Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-20","The Lion King 2019","7:30 PM","34","13","5","0","52","393.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-19 The Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-21","The Lion King 2019","2:30 PM","45","8","3","0","56","446.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-19 The Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-22","The Lion King 2019","7:30 PM","29","25","6","0","60","433.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-19 The Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-23","The Lion King 2019","7:30 PM","34","27","0","0","61","464.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-19 The Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-24","The Lion King 2019","7:30 PM","44","36","1","0","81","612.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-19 The Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-26","The Lion King 2019","7:30 PM","50","29","0","0","79","613.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-26 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-27","The Lion King 2019","7:30 PM","25","41","4","0","70","495.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-26 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-28","The Lion King 2019","2:30 PM","4","63","3","0","70","455.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-26 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-29","The Lion King 2019","7:30 PM","27","34","3","0","64","462.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-26 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-30","The Lion King 2019","7:30 PM","31","34","3","0","68","496.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-26 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-07-31","The Lion King 2019","7:30 PM","24","25","5","0","54","386.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\7-26 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-02","The Lion King 2019","7:30 PM","42","20","0","0","62","487.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-2 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-03","The Lion King 2019","7:30 PM","39","22","3","0","64","486.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-2 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-04","The Lion King 2019","2:30 PM","0","31","8","0","39","233.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-2 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-05","The Lion King 2019","7:30 PM","31","23","1","0","55","417.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-2 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-06","The Lion King 2019","7:30 PM","16","6","2","0","24","183.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-2 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-07","The Lion King 2019","7:30 PM","27","15","1","0","43","331.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-2 Lion King.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-09","Men In Black:International","7:30 PM","32","14","0","0","46","363.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-9 MIB.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-10","Men In Black:International","7:30 PM","29","7","7","0","43","320.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-9 MIB.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-11","Men In Black:International","2:30 PM","0","38","6","0","44","271.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-9 MIB.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-12","Men In Black:International","7:30 PM","9","9","6","0","24","159.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-9 MIB.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-13","Men In Black:International","7:30 PM","8","16","14","0","38","228.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-9 MIB.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-14","Men In Black:International","7:30 PM","8","6","3","0","17","119.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-9 MIB.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-16","Toy Story 4","7:30 PM","13","14","3","0","30","213.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-16 Toy Story 4.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-17","Toy Story 4","7:30 PM","24","15","3","0","42","313.50","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-16 Toy Story 4.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-18","Toy Story 4","2:30 PM","0","18","5","0","23","137.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-16 Toy Story 4.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
"2019-08-19","Toy Story 4","7:30 PM","16","8","1","0","25","192.00","legacy_excel_import","legacy_excel","I:\My Drive\Grosses\Archive\2019\8-16 Toy Story 4.xlsx","8.50","6.50","4.00","Imported from legacy weekly grosses workbook"
